speaker,episode,sheet,context,english,utterer_key
Smart Ass,E5,E5_CircusMain_localization,Player gains control of the Bear.,Ha! Of course they do! Now get out there!,SAY.Dialog:BackstageZebra.198.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,Then stop eating so much!,SAY.Dialog:BackstageZebra.154.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,Keeping up this act means keeping ourselves employed!,SAY.Dialog:BackstageZebra.159.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,We have it good here!,SAY.Dialog:BackstageZebra.195.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,Finding another job with no Machines isn't going to be easy.,SAY.Dialog:BackstageZebra.241.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,Where the hell is Slow?!,SAY.Dialog:BackstageBear.121.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,Jump to line x.,"It's time for the Finale!! If he screws this up for me, I'm going to—",SAY.Dialog:BackstageBear.188.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,Ha! 'Comrade'?,SAY.Dialog:BackstageBear.130.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,The Ringmaster can't afford to keep buying you new costumes before we go on Tour.,SAY.Dialog:BackstageBear.180.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,SO DON'T TOUCH THE FIRE!,SAY.Dialog:BackstageZebra.178.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,Jump to line x.,Slow Ass! Get out there or I'll rip you a new one!,SAY.Dialog:BackstageBear.189.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,"If Bear was played, final line: Said to Slow Ass.",Get your butt out there or I'll rip you a new one!!,SAY.Dialog:BackstageBear.103.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,The Ringmaster can't afford to keep buying you new costumes before we go on Tour.,SAY.Dialog:BackstageZebra.199.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,SO DON'T TOUCH THE FIRE!,SAY.Dialog:BackstageBear.182.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,Jump to line x.,Slow Ass! Get out there or I'll rip you a new one!,SAY.Dialog:BackstageZebra.179.Smart Ass
Smart Ass,E5,E5_CircusMain_localization,,I've got a Plan! Slow Ass will save us...,SAY.Dialog:Ending.261.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,I've got a Plan!,SAY.Dialog:Day1.44.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,"ONE, I'm going to run into the pen.",SAY.Dialog:Day1.84.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,"TWO, I'm going to capture the attention of the visiting Humans.",SAY.Dialog:Day1.83.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,"THREE, I'm going to have the highest score.",SAY.Dialog:Day1.82.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,AND WIN ASS OF THE WEEK!,SAY.Dialog:Day1.81.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,Easy.,SAY.Dialog:Day1.80.Smart Ass
Smart Ass,E5,E5_Zoo_Introduction_localizatio,,Have fun fighting over second place suckers!,SAY.Dialog:Day1.79.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,"Out of the way, my adoring fans are waiting!",SAY.Dialog:Day2.77.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,"Ha! Without that ointment, you're nothing Slow Ass.",SAY.Dialog:Day2.150.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Dialogue 2.3. If SMART is not winning.,Someone is cheating. I know it!,SAY.Dialog:Day2.79.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,"Keep your mouth shut, Slow Ass!",SAY.Dialog:Day2.80.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Jump to line 52 or 53.,Ha! It's both your faults that you suck!,SAY.Dialog:Day3.156.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Dialogue 4.2. If SLOW is winning.,Don't get full of yourself Slow. Your luck is about to run out!,SAY.Dialog:Day3.109.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Jump to line 52 or 53.,Shut it!,SAY.Dialog:Day3.111.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Dialogue 6.1. If SMART is winning.,Ha! You fools will never catch up to me!,SAY.Dialog:Day4.96.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,Slow Ass? Winning? Ha! What a joke.,SAY.Dialog:Day4.111.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,"Not a chance! This is all my ""Come from behind"" Plan!",SAY.Dialog:Day4.110.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Dialogue 8.1. If SMART is winning.,I got a new one! What do you call undesirable Asses with low scores?,SAY.Dialog:Day5.105.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Jump to line 101.,Losers! Ha!,SAY.Dialog:Day5.147.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Jump to line 101.,Too late!,SAY.Dialog:Day5.144.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,You gotta be kidding!,SAY.Dialog:Day6.110.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,"This Zoo has fresh hay, nice Humans, no ugly Machines, and rigorous daily labour!",SAY.Dialog:Day6.115.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Think about it! We made the right choice to leave that dirty countryside.,SAY.Dialog:Day6.112.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,"They all leave, except for Sad and Slow.","And we aren't here to talk about the past—we're here to WORK, so get outta my way!\n",SAY.Dialog:Day6.111.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Honestly I forgot all about them.,SAY.Dialog:Day6.141.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,"Now, we're not here to talk about the past.",SAY.Dialog:Day6.145.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Mini-game begins.,We're here to WORK!,SAY.Dialog:Day6.144.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Branch 3.1. If Slow talked to Sad.,Sad has ruined everything!,SAY.Dialog:Day7.127.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Forget him! He's a quitter.,SAY.Dialog:Day7.133.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,And a sore loser!,SAY.Dialog:Day7.135.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Smart exits.,And good luck to him finding another job without Machines!,SAY.Dialog:Day7.235.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Branch 3.2. If Slow did NOT talk to Sad.,Sad has ruined everything!,SAY.Dialog:Day7.149.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,"If I ever see him again, I'm going to rip him a new one!",SAY.Dialog:Day7.236.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Hell no!,SAY.Dialog:Day7.145.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Good luck to him finding another job without Machines!,SAY.Dialog:Day7.144.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,I've changed my mind: Sad leaving is good news for the rest of us.,SAY.Dialog:Day7.237.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Less competition for Ass of the Week!,SAY.Dialog:Day7.143.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,,Shut it! It's his ointment that's giving him an advantage!,SAY.Dialog:Day7.156.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Likely removed.,It's unfair!,SAY.Dialog:Day7.178.Smart Ass
Smart Ass,E5,E5_ZooMain_localization,Likely removed.,"If I ever see him again, I'm going to rip him a new one!",SAY.Dialog:Day7.234.Smart Ass
Smart Ass,E5,E5_ZooCapture_localization,Jump to line 22 or 28.,Ha! EASY! Take that suckers!,SAY.Dialog:AssOfTheMonth.185.Smart Ass
Smart Ass,E5,E5_ZooCapture_localization,,RUN!,SAY.Dialog:AssOfTheMonth.85.Smart Ass
Smart Ass,E5,E5_ZooCapture_localization,,Idiots! Hiding behind trees and rocks! They'll never find me! Ha!,SAY.Dialog:CaptureInterjections.5.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,Oof... my head hurts...,SAY.Dialog:Opening.63.Smart Ass
Smart Ass,E7,E7_Holding1_localization,Branch 1.1. The group went to the Circus and Sad Ass stayed on the Farm.,Where's my Gorilla costume?,SAY.Dialog:Opening.64.Smart Ass
Smart Ass,E7,E7_Holding1_localization,Branch 1.2. The group went to the Circus with Sad Ass.,Where's my Gorilla costume?,SAY.Dialog:Opening.188.Smart Ass
Smart Ass,E7,E7_Holding1_localization,Branch 1.3. The group went to the Zoo.,Is it Monday? Are we starting Ass of the Week?!,SAY.Dialog:Opening.89.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,What?! Where are the others?,SAY.Dialog:Opening.160.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,Big Ass has gotta be around here somewhere.,SAY.Dialog:Opening.183.Smart Ass
Smart Ass,E7,E7_Holding1_localization,All dialogue options from 3 previous lines converge.,Maybe—,SAY.Dialog:Opening.184.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,What is this place?,SAY.Dialog:Opening.106.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,The Plan is:,SAY.Dialog:Opening.111.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,ONE. We break out of this cage.,SAY.Dialog:Opening.114.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,TWO. We go find Big Ass.,SAY.Dialog:Opening.113.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,THREE. We get out of this Factory alive and—I'll tell you the rest later!,SAY.Dialog:Opening.112.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,Easy.,SAY.Dialog:Opening.115.Smart Ass
Smart Ass,E7,E7_Holding1_localization,,"Hey, it was unlocked—Step ONE complete!",SAY.Dialog:Gate.11.Smart Ass
Smart Ass,E7,E7_Holding1_localization,Said to either ONE donkey or TWO donkeys. If necessary adapt sentence to avoid Singular / Plural variations in target language.,Stay here while I find us a way out.,SAY.Dialog:Gate.5.Smart Ass
Smart Ass,E7,E7_Holding1_localization,Once reaching the final gate and leaving the room.,Easy!,SAY.Dialog:Ending.8.Smart Ass
Smart Ass,E7,E7_Holding2_localization,,We're looking for someone named Big Ass—you seen him?,SAY.Dialog:Opening.11.Smart Ass
Smart Ass,E7,E7_Holding2_localization,,"I got us out of the last room, it's your turn Kick Ass.",SAY.Dialog:Opening.15.Smart Ass
Smart Ass,E7,E7_Holding2_localization,,Let me think...,SAY.Dialog:Opening.17.Smart Ass
Smart Ass,E7,E7_Holding2_localization,Camera zoom into Smart Ass's mind.,"First, Kick Ass will...",SAY.Dialog:Opening.19.Smart Ass
Smart Ass,E7,E7_Holding2_localization,Upon completion of the map.,Easy!,SAY.Dialog:Ending.3.Smart Ass
Smart Ass,E7,E7_Holding3_localization,,We're looking for someone named Big—you seen him?,SAY.Dialog:Opening.3.Smart Ass
Smart Ass,E7,E7_Holding3_localization,,You hear that Kick?,SAY.Dialog:Opening.12.Smart Ass
Smart Ass,E7,E7_Holding3_localization,,"A good knock, just like old times.",SAY.Dialog:Opening.41.Smart Ass
Smart Ass,E7,E7_Holding3_localization,,Plans change!,SAY.Dialog:Opening.40.Smart Ass
Smart Ass,E7,E7_Holding3_localization,,It's time for a new strategy...,SAY.Dialog:Opening.46.Smart Ass
Smart Ass,E7,E7_Holding3_localization,Camera zoom into Smart Ass's mind.,"First, Kick Ass will avoid...",SAY.Dialog:Opening.47.Smart Ass
Smart Ass,E7,E7_Holding3_localization,Upon completion of the map.,See that wasn't so bad!,SAY.Dialog:Ending.3.Smart Ass
Smart Ass,E7,E7_Holding3_localization,Random NPC lines.,And then Kick will knock out...,SAY.Dialog:AndThenKickWill.3.Smart Ass
Smart Ass,E7,E7_SlaughterWaitingRoom_localiz,,I'm on it!,SAY.Dialog:Opening.14.Smart Ass
Smart Ass,E7,E7_SlaughterWaitingRoom_localiz,Camera zoom into Smart Ass's mind.,"First, Kick Ass will knock out...",SAY.Dialog:Opening.13.Smart Ass
Smart Ass,E7,E7_SlaughterWaitingRoom_localiz,Upon completion of the map.,Ha! Big Ass is as good as saved! EASY!,SAY.Dialog:Ending.3.Smart Ass
Smart Ass,E7,E7_Slaughtering_localization,Camera zoom into Smart Ass's mind.,SHUT IT! I gotta strategize!,SAY.Dialog:Opening.21.Smart Ass
Smart Ass,E7,E7_Slaughtering_localization,Upon zooming of the map.,"First, Kick Ass will run...",SAY.Dialog:Opening.20.Smart Ass
Smart Ass,E7,E7_Slaughtering_localization,,HOW?!,SAY.Dialog:PostWorkerDies.28.Smart Ass
Smart Ass,E7,E7_Slaughtering_localization,,Hang on!,SAY.Dialog:PostWorkerDies.22.Smart Ass
Smart Ass,E7,E7_Skinning_localization,A loud sound from the machine—the worker is being sliced and diced. Big is next.,What's that sound?,SAY.Dialog:Opening.36.Smart Ass
Smart Ass,E7,E7_Skinning_localization,,We've got to turn off this Death-Machine.,SAY.Dialog:Opening.43.Smart Ass
Smart Ass,E7,E7_Skinning_localization,This is said if Sad is not present.,Kick—cut the power!,SAY.Dialog:Opening.3.Smart Ass
Smart Ass,E7,E7_Skinning_localization,"Alternately, this is said if Sad is present.",Kick and Sad—cut the power!,SAY.Dialog:Opening.11.Smart Ass
Smart Ass,E7,E7_Skinning_localization,,I'll jam the controls.,SAY.Dialog:Opening.58.Smart Ass
Smart Ass,E7,E7_Skinning_localization,The machine is stopped now.,STEP TWO COMPLETE!,SAY.Dialog:BigIsSaved.12.Smart Ass
Smart Ass,E7,E7_Skinning_localization,,Hey! It was MY plan.,SAY.Dialog:GateOpened.49.Smart Ass
Smart Ass,E7,E7_Skinning_localization,,I'm happy you're safe.,SAY.Dialog:GateOpened.50.Smart Ass
Smart Ass,E7,E7_Skinning_localization,Jump to line 21.,It was MY great plan!,SAY.Dialog:GateOpened.64.Smart Ass
Smart Ass,E7,E7_Skinning_localization,The Asses can now head towards the exit for this level.,Step THREE! We all get out alive!,SAY.Dialog:GateOpened.39.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Jump to line 18.,Fine.,SAY.Dialog:Ending.359.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Jump to line 18.,Let's make it quick.,SAY.Dialog:Ending.358.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Jump to line 18.,We have to keep moving.,SAY.Dialog:Ending.360.Smart Ass
Smart Ass,E7,E7_Chilling_localization,The Asses head off towards one of two rooms: Meat Processing or Boiling.,Come on.,SAY.Dialog:Ending.364.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Check the miro! These are still in the game,"Come on, we should keep going.",SAY.Dialog:Ending.25.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Check the miro! These are still in the game,These Asses aren't our Comrades.,SAY.Dialog:Ending.175.Smart Ass
Smart Ass,E7,E7_Chilling_localization,Check the miro! These are still in the game,Everyone spread out.,SAY.Dialog:Ending.362.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,,—one at a time!,SAY.Dialog:Opening.7.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,Camera zoom into Smart's mind.,Let me think...,SAY.Dialog:Opening.6.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,"The Asses take turns navigating the room, one-at-a-time.",First Kick will go...,SAY.Dialog:Opening.18.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,Once Kick Ass makes it to the exit.,Big Ass is next...,SAY.Dialog:FirstPassComplete.9.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,This is said after Big Ass makes it to the exit and if Sad Ass is not in the group.,Time for the Ace Strategist to show everyone how it's done!,SAY.Dialog:SecondPassComplete.23.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,This is said after Big Ass makes it to the exit and if Sad Ass is in the group.,Sad Ass is next...,SAY.Dialog:SecondPassComplete.28.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,This is said after Sad Ass makes it to the exit.,Time for the Ace Strategist to show everyone how it's done!,SAY.Dialog:ThirdPassComplete.8.Smart Ass
Smart Ass,E7,E7_MeatProcessing_localization,Once Smart Ass makes it to the exit.,EASY!,SAY.Dialog:Ending.3.Smart Ass
Smart Ass,E7,E7_Boiling_localization,,Shut it you two!,SAY.Dialog:Opening.10.Smart Ass
Smart Ass,E7,E7_Boiling_localization,Camera zoom into Smart's mind.,I've got a new strategy.,SAY.Dialog:Opening.9.Smart Ass
Smart Ass,E7,E7_Boiling_localization,,There are switches and Humans in front of the gates.,SAY.Dialog:Opening.8.Smart Ass
Smart Ass,E7,E7_Boiling_localization,,We'll go in pairs. Kick and Big will work together...,SAY.Dialog:Opening.14.Smart Ass
Smart Ass,E7,E7_Boiling_localization,,Morons.,SAY.Dialog:FirstPassComplete.55.Smart Ass
Smart Ass,E7,E7_Boiling_localization,,"Don't hold me back, Sad Ass.",SAY.Dialog:FirstPassComplete.99.Smart Ass
Smart Ass,E7,E7_Boiling_localization,Jump to line 20 once the Player reaches the end.,Sad and I will work together...,SAY.Dialog:FirstPassComplete.72.Smart Ass
Smart Ass,E7,E7_Boiling_localization,"Branch 1.2. If Sad is absent from the group.
Jump to line 20 once the Player reaches the end.",It's just me now...,SAY.Dialog:FirstPassComplete.68.Smart Ass
Smart Ass,E7,E7_Boiling_localization,Not in the Miro.,Hurry up!,SAY.Dialog:Ending.44.Smart Ass
Smart Ass,E7,E7_Boiling_localization,All Asses reach the exit.,Easy!,SAY.Dialog:Ending.50.Smart Ass
Smart Ass,E7,E7_Ejiao_localization,,Come on. We have to be getting close to an exit!,SAY.Dialog:Opening.48.Smart Ass
Smart Ass,E7,E7_Ejiao_localization,,Hmmm...,SAY.Dialog:Opening.27.Smart Ass
Smart Ass,E7,E7_Ejiao_localization,,We're going to need to think outside the box.,SAY.Dialog:Opening.26.Smart Ass
Smart Ass,E7,E7_Ejiao_localization,Camera zoom into Smart's mind. The Asses get into boxes and sneak past.,Got it!,SAY.Dialog:Opening.28.Smart Ass
Smart Ass,E7,E7_Ejiao_localization,All Asses reach the exit and hop onto a conveyor belt to leave the room.,Easy!,SAY.Dialog:Ending.3.Smart Ass
Smart Ass,E7,E7_Shipping_localization,One of the final levels in the Factory. The Asses jump off the conveyor belt and are on opposite sides of a big wall.,JUMP!,SAY.Dialog:Opening.9.Smart Ass
Smart Ass,E7,E7_Shipping_localization,,What are you doing over there?!,SAY.Dialog:Opening.23.Smart Ass
Smart Ass,E7,E7_Shipping_localization,,We're going to have to work like a Team...,SAY.Dialog:Opening.21.Smart Ass
Smart Ass,E7,E7_Shipping_localization,Camera zoom into Smart's mind.,Time to strategize!,SAY.Dialog:Opening.8.Smart Ass
Smart Ass,E7,E7_Shipping_localization,The Asses leave the stage one-at-a-time.,Who should go first?,SAY.Dialog:Opening.32.Smart Ass
Smart Ass,E7,E7_BigJob_localization,The Asses are in a hallway close to the exit.,Haha! STEP THREE (ALMOST) COMPLETE!,SAY.Dialog:BigJob.4.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,I'm getting all of us out of here alive!,SAY.Dialog:BigJob.233.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,Fuck the others.,SAY.Dialog:BigJob.10.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,A Plan that includes trying to save us AND free hundreds of other Asses is impossible.,SAY.Dialog:BigJob.11.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,So let's go.,SAY.Dialog:BigJob.143.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,I'll tell you later.,SAY.Dialog:BigJob.14.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,FINE. Fine.,SAY.Dialog:BigJob.18.Smart Ass
Smart Ass,E7,E7_BigJob_localization,Jump to line 15 or line 17.,"After we get out of here, we will:",SAY.Dialog:BigJob.22.Smart Ass
Smart Ass,E7,E7_BigJob_localization,Jump to line 20.,We forget everything that's happened in this Factory Hell and go find kind Humans who will care for us.,SAY.Dialog:BigJob.240.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,We never forget what we've seen in this Factory Hell.,SAY.Dialog:BigJob.237.Smart Ass
Smart Ass,E7,E7_BigJob_localization,Jump to line 20.,And we find kind Humans to take care of us.,SAY.Dialog:BigJob.238.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,We all left the Mine because we wanted a comfortable life of fresh hay and good work.,SAY.Dialog:BigJob.182.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,A life with no Machines and no violence.,SAY.Dialog:BigJob.183.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,Believing in the existence of kind Humans is the only way to get what we want.,SAY.Dialog:BigJob.184.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,Listen you oaf! That's not the PLAN!,SAY.Dialog:BigJob.190.Smart Ass
Smart Ass,E7,E7_BigJob_localization,,I've run through every single possibility and there's NO VERSION where we get out of here alive by going backwards.,SAY.Dialog:BigJob.191.Smart Ass
Smart Ass,E7,E7_BigJob_localization,Jump to line 41 or line 43.,We're not responsible for the others! You hear me?!?,SAY.Dialog:BigJob.163.Smart Ass
Smart Ass,E7,E7_CityStreet_localization,,I thought I had the perfect Plan...,SAY.Dialog:Opening.78.Smart Ass
Smart Ass,E10,E10_Hard_localization,"Smart Ass is in flanked by two riot cops and, after the line, is knocked out.","You think this will be EASY, do you?",SAY.Dialog:E10_Hard.89.Smart Ass
Smart Ass,E10,E10_Hard_localization,Branch 1: Hard Ass loses the fight against the horde of riot cops.,You saw it here folks... the expert on saving others: Hard Ass.,SAY.Dialog:E10_Hard.38.Smart Ass
Smart Ass,E10,E10_Hard_localization,,How did you find me?,SAY.Dialog:E10_Hard.81.Smart Ass
Smart Ass,E10,E10_Hard_localization,"After this line, skip to line 21.",You gotta be joking...,SAY.Dialog:E10_Hard.80.Smart Ass
Smart Ass,E10,E10_Hard_localization,Branch 2: Hard Ass wins the fight against the horde of riot cops.,I didn't need your help...,SAY.Dialog:E10_Hard.71.Smart Ass
Smart Ass,E10,E10_Hard_localization,,Then... are you here to humiliate me?,SAY.Dialog:E10_Hard.73.Smart Ass
Smart Ass,E10,E10_Hard_localization,,What a joke. Like I want to go back to that Hellhole.,SAY.Dialog:E10_Hard.102.Smart Ass
Smart Ass,E10,E10_Hard_localization,,"It's a bit of a Hellhole out here, too, to be honest.",SAY.Dialog:E10_Hard.104.Smart Ass
Smart Ass,E10,E10_Hard_localization,,Ha.,SAY.Dialog:E10_Hard.106.Smart Ass
Smart Ass,E10,E10_Hard_localization,,...,SAY.Dialog:E10_Hard.108.Smart Ass
Smart Ass,E10,E10_Hard_localization,Branch 3.1: Big Ass died in the Factory.,He gave his life in the Factory to save all these idiots from slaughter.,SAY.Dialog:E10_Hard.543.Smart Ass
Smart Ass,E10,E10_Hard_localization,Branch 3.2: Big Ass survived the Factory (either by running or by fighting and winning),He gave his life in the Factory to save all these idiots from slaughter—,SAY.Dialog:E10_Hard.555.Smart Ass
Smart Ass,E10,E10_Hard_localization,,"Big Ass, I—",SAY.Dialog:E10_Hard.554.Smart Ass
Smart Ass,E10,E10_Hard_localization,,I... have no Plan...,SAY.Dialog:E10_Hard.454.Smart Ass
Smart Ass,E10,E10_Hard_localization,"Before running in, this dialogue occurs between Big and Smart if Big Ass survives the factory.",Big Ass. I...,SAY.Dialog:E10_Hard.505.Smart Ass
Smart Ass,E10,E10_Government_localization,In Miro it says: Tell the Humans... // If Big is dead.,Tell them to close the Factories...,SAY.Dialog:Smart_2.10.Smart Ass
Smart Ass,E10,E10_Government_localization,,That's what Big Ass would have wanted.,SAY.Dialog:Smart_2.32.Smart Ass
Smart Ass,E10,E10_Government_localization,,"What, are you expecting me to make a joke or something?",SAY.Dialog:Smart_2.33.Smart Ass
Smart Ass,E10,E10_Government_localization,In Miro it says: Tell the Humans... // If Big is alive.,Tell them to... to...,SAY.Dialog:Smart_2.35.Smart Ass
Smelly Ass,E4,E4_AstralPlaneMain_localization,Sick meets the donkey on shit duty on the way through the Shithole: Smelly,"Hey, you, Newbie! Are you on Shit Duty too?",SAY.Dialog:Smelly.10.Smelly Ass
Smelly Ass,E4,E4_AstralPlaneMain_localization,,Looks like we're both missing tonight's Concert then!,SAY.Dialog:Smelly.21.Smelly Ass
Smelly Ass,E4,E4_AstralPlaneMain_localization,,It's a shame—I would love to see DJ Dope Ass perform live!,SAY.Dialog:Smelly.28.Smelly Ass
Smelly Ass,E4,E4_AstralPlaneMain_localization,,Then what are you doing here? What about DJ Dope Ass's Concert?!,SAY.Dialog:Smelly.23.Smelly Ass
Smelly Ass,E4,E4_AstralPlaneMain_localization,Repeater line.,*sigh* Nobody knows how much it takes to keep this place looking good.,SAY.Dialog:Smelly.12.Smelly Ass
Sturdy Ass,E1,E1_Stable1F_localization,Dialogue: Boosting Sturdy's Morale,Hi Comrade Trusty.,SAY.Dialog: STURDY_Aft_BoostMorale.1.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,I pray the Gods will make sure my Foal is born with the Soul of a strong worker.,SAY.Dialog: STURDY_Aft_BoostMorale.2.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,I can't bear to think about them growing up in a world cut off from our Herd's traditions.,SAY.Dialog: STURDY_Aft_BoostMorale.4.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,But you're right.,SAY.Dialog: STURDY_Aft_BoostMorale.25.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,"If we follow Old Ass, we can restore balance to the Farm.",SAY.Dialog: STURDY_Aft_BoostMorale.3.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,"Asses and Humans will work together again, without a Machine in sight!",SAY.Dialog: STURDY_Aft_BoostMorale.5.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,"End of dialogue. 
Sturdy can run around and explore again.",We can do it!,SAY.Dialog: STURDY_Aft_BoostMorale.10.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,Repeater line.,We can do it!,SAY.Dialog: STURDY_Aft_BoostMorale.21.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,"Dialogue with Sturdy.
After completing the Morale task.",Goodnight Trusty! You really care about the Herd and it shows.,SAY.Dialog: STURDY_Night.1.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,,*Oof!* Looks like my Foal wishes they could join the Protest tomorrow too.,SAY.Dialog: STURDY_Night.19.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,"End of dialogue. 
Sturdy can run around and explore again.",Even my labour pains are in solidarity with the Herd!,SAY.Dialog: STURDY_Night.20.Sturdy Ass
Sturdy Ass,E1,E1_Stable1F_localization,Repeater line.,Goodnight!,SAY.Dialog: STURDY_Night.9.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,Sturdy asks for help,"Comrade Trusty, wait!",SAY.Dialog:STURDY_NightNameSelect.8.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,"Before you sleep, could you help me with something?",SAY.Dialog:STURDY_NightNameSelect.17.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,I'm struggling to come up with a name for my Foal.,SAY.Dialog:STURDY_NightNameSelect.18.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,"If I give birth tonight, I'm worried I won't have one.",SAY.Dialog:STURDY_NightNameSelect.19.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,What should I name them?,SAY.Dialog:STURDY_NightNameSelect.20.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,{$NewName}! That's a wonderful name!,SAY.Dialog:STURDY_NightNameSelect.24.Sturdy Ass
