speaker,episode,sheet,context,english,dutch,utterer_key
Sturdy Ass,E1,E1_Stable2F_localization,,"A life free of evil, soulless, job-taking, child-killing Machines.","Een leven zonder kwaad, zonder zielloze, werk-stelende en moordende Machines.",SAY.Dialog:SturdyAloneWithOld.28.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,"May you pass on in power to the Astral Plane, my dear Comrade.","Dat je mag met kracht en liefde oversteken naar het Astrale Hiernamaals, Kameraad.",SAY.Dialog:SturdyAloneWithOld.27.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,Sturdy sings for Old Ass,"""{color=yellow}{s=5}♪  hee haw hi hon 'ee ah he a'w ♪{/s}{/color}""",{color=yellow}{s=5}♪  hie haa ii aa 'ee ah he a'h ♪{/s}{/color},SAY.Dialog:SturdyAloneWithOld.33.Sturdy Ass
Sturdy Ass,E1,E1_Stable2F_localization,,"""{color=yellow}♪  HEE HAW HI HON 'EE AH HE A'W! ♪{/color}""",{color=yellow}♪  HIE HAA II AA 'EE AH HE A'H! ♪{/color},SAY.Dialog:SturdyAloneWithOld.37.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"My Foal, I'm sorry you can't have the childhood I had toiling in the fields.","Mijn Veulentje, 't spijt me dat ge geen kindertijd kunt hebben zoals ik, zwoegend op het veld.",SAY.Dialog:ScavengersReturn.392.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,But soon the Gods will destroy the evil Machines and the Humans will return to us.,Maar binnenkort gaan de Goden die slechte Machines kapotmaken en komen de Mensen terug naar ons.,SAY.Dialog:ScavengersReturn.96.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,Then you will grow up to have a life full of true and honest work.,Dan groeit ge op met een leven vol echt en eerlijk werk.,SAY.Dialog:ScavengersReturn.452.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,How can you ask that?!,Hoe kunt ge dat nu vragen?!,SAY.Dialog:ScavengersReturn.98.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,The Gods gave our Ancestors the power to work.,De Goden gaven onze Voorouders de kracht om te werken.,SAY.Dialog:ScavengersReturn.101.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,They lived at work. And they died at work.,Ze leefden op het werk. En ze stierven op het werk.,SAY.Dialog:ScavengersReturn.394.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,Work is in your Soul.,Werk zit in uw Ziel.,SAY.Dialog:ScavengersReturn.393.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,"Sturdy, The Foal, and Big Ass all go to meet the others.","If we're lucky, the scavengers will have found enough food tonight for everyone...","Als we geluk hebben, hebben de opruimers vanavond genoeg eten gevonden voor iedereen...",SAY.Dialog:ScavengersReturn.121.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"Well done, Comrades—","Goed gedaan, Kameraden—",SAY.Dialog:ScavengersReturn.27.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"Not now, child. Let them set down the cart and dry off.","Niet nu, kind. Laat ze eerst de kar neerzetten en afdrogen.",SAY.Dialog:ScavengersReturn.109.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"It's not enough food, but we’ll make it last.","'t Is niet genoeg eten, maar we laten het wel rekken.",SAY.Dialog:ScavengersReturn.411.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"Smart Ass, divide the rations.","Betweter, verdeel de ratioenen.",SAY.Dialog:ScavengersReturn.347.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,Sturdy Ass shouts for everyone to calm down.,COMRADES. Let's not waste our time and energy fighting amongst ourselves.,KAMERADEN. Laat ons onze tijd en energie niet verspillen met onder elkaar vechten.,SAY.Dialog:ScavengersReturn.176.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,We have to stick together.,We moeten samenblijven.,SAY.Dialog:ScavengersReturn.177.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"Smart Ass, let's divide the rations and get everyone fed.","Slimme Zak, laat ons de porties verdelen en iedereen eten geven.",SAY.Dialog:ScavengersReturn.387.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,,"{$NewName}, go play with your rocks.","{$NewName}, ga spelen met uw stenen.",SAY.Dialog:ScavengersReturn.448.Sturdy Ass
Sturdy Ass,E3,E3_Mine1FOpening_localization,Fade out from this scene and into Mine1F.,"Yes, just stay away from the evil, soulless, job-taking, child-killing Machines.","Ja, maar blijf weg van die slechte, zielloze, werk-afpakkende, kind-dodende Machines.",SAY.Dialog:ScavengersReturn.111.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,Surdy says this to prevent The Foal from going outside into the rain.,HEY! Where do you think you are going?,HEY! Waar denkt ge da ge naartoe gaat?!,SAY.Dialog:AttemptToExitToOutside.1.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,"By the Gods! Smart Ass, you know {$NewName} can't digest that kind of food yet.","Bij de Goden! Betweterke, ge wéét dat {$NewName} dat soort eten nog niet verteert.",SAY.Dialog:SturdySmart_Public.23.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,No you won't. It's Bad Ass's.,Nee gij. ’t Is van Waaghalske.,SAY.Dialog:SturdySmart_Public.15.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",Run along child. I need to speak with Aunty Smart about something important.,"Loop maar, kind. Ik moet iets belangrijks bespreken met Tante Betje.",SAY.Dialog:SturdySmart_Public.20.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,Repeater line for Sturdy Ass.,Go play with your rocks.,Ga spelen met uw keien.,SAY.Dialog:SturdySmart_Public.11.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,"I understand, Comrade.","Ik versta het, Kameraad.",SAY.Dialog:TunnelSturdySmartPrivate.18.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,But Hard Ass says he hasn't seen any Humans for weeks.,Maar Hard zegt dat hij al weken geen Mensen heeft gezien.,SAY.Dialog:TunnelSturdySmartPrivate.109.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,"Comrade, it's not safe outside.","Kameraad, ’t is nie veilig buiten.",SAY.Dialog:TunnelSturdySmartPrivate.21.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,,We can't go losing our Ace Strategist in a flood or a mudslide.,We kunnen onze Topstrateeg nie kwijtspelen in een overstroming of een modderstroom.,SAY.Dialog:TunnelSturdySmartPrivate.25.Sturdy Ass
Sturdy Ass,E3,E3_Mine1F_localization,"End of conversation.
Player can move around again.",The Gods won't leave us behind.,De Goden laten ons nie achter.,SAY.Dialog:TunnelSturdySmartPrivate.111.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_localization,NPC dialogue option. No particular order for when you talk to someone.,"Fear not Comrade, I'm confident that the Gods are watching over you.","Heb geen vrees, Kameraad, Ik vertrouw dat de Goden over je zullen waken.",SAY.Dialog:SickSturdy.10.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_localization,Repeater line. Depending on what Old Ass said in Episode 1.,Remember what Old Ass said: Ass Power!,Vergeet niet wat Oude Zak zei: EZEL MACHT!,SAY.Dialog:SickSturdy.27.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_localization,Repeater line. Depending on what Old Ass said in Episode 1.,Remember what Old Ass said: Don't be scared!,Vergeet niet wat Oude Zak zei: Niet bang zijn!,SAY.Dialog:SickSturdy.28.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_localization,"NPC dialogue repeater option. No particular order for when you talk to someone.
// This option is if they talked with Sick.","Hold tight, Comrade. I trust the Gods will see how special Sick Ass is when they meet her.","Niet opgeven, Kameraad. De Goden zullen zien hoe speciaal Snotezel is wanneer ze haar ontmoeten.",SAY.Dialog:KickSturdy.10.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_localization,"NPC dialogue repeater option. No particular order for when you talk to someone.
// This option is if they did NOT talk with Sick.",Have you seen {$NewName}? I can't find her anywhere.,Hebben jullie {$NewName} gezien? Ik kan haar nergens vinden.,SAY.Dialog:KickSturdy.23.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,Silence. Sturdy speaks.,"Comrades, I'm staying here with my Foal where we belong.","Kameraden, ik blijf hier met mijn veulentje. Waar we samen horen.",SAY.Dialog:Debate.172.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,,I know Old Ass dreamed of a world where Asses and Humans worked together again...,Ik weet dat Oude Zak van een wereld droomde waar Mensen en Ezels weer samen konden werken...,SAY.Dialog:Debate.317.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,,"But if what Hard Ass says is true, then it's too late.","Maar als wat Felle Gast zegt de waarheid is, dan is het daarvoor immers al te laat.",SAY.Dialog:Debate.173.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,,Old Ass's dream is dead.,Oude Zak zijn droom ligt in het vergiet.,SAY.Dialog:Debate.355.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,,The only thing we have left is each other and our faith that the Gods have a plan.,Het enige wat er overschiet is onszelf en dat de Goden voor elk van ons een plan hebben.,SAY.Dialog:Debate.356.Sturdy Ass
Sturdy Ass,E4,E4_HerdSplits_localization,,"Any Ass who leaves, betrays the Herd.","Moest een Ezel de Kudde willen verlaten, dan is dat verraad.",SAY.Dialog:Debate.174.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_Exit_localization,NPC dialogue option. No particular order for when you talk to someone.,"Comrade, is this what Sick would have wanted?","Kameraad, is dit wat Snotje zou gewenst hebben?",SAY.Dialog:SturdyPostSplit.10.Sturdy Ass
Sturdy Ass,E4,E4_Mine1F_Exit_localization,Repeater line.,It's going to break {$NewName}'s heart to know you're all gone.,"Dit zal {$NewName}'s hart verpletteren, te weten dat jullie allemaal weg zijn.",SAY.Dialog:SturdyPostSplit.24.Sturdy Ass
Sturdy Ass,E6,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,"Comrade, you've gotten weak. It's only a matter of time until you crack.","Kameraad, ge zijt zwak geworden. 't Is nog maar een kwestie van tijd eer ge barst.",SAY.DialogMaster.34.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Branch (1.1, and 1.2) converge. 
The scene fades in to Sturdy Ass and the Foal standing in front of Hard Ass.",Comrade?,Kameraad?,SAY.Dialog:PostNightmare.7.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,It's not like you to nod off at your post.,"'t Is niks voor u om in te dommelen op uw post, Kameraad.",SAY.Dialog:PostNightmare.23.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,{$NewName}!!,{$NewName}!!,SAY.Dialog:PostNightmare.24.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Uncle Hard can't abandon his post.,"Oom Bikkehard kan zijn post nie verlaten, Kameraad.",SAY.Dialog:PostNightmare.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The Humans are still trying to breach the Barricades and our Territory must be protected.,"De Mensen proberen nog steeds de Barricades te doorbreken en ons Territorium moet beschermd worden, Kameraad.",SAY.Dialog:PostNightmare.29.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,{$NewName}! I won't tell you again: the others have gone against the Gods.,{$NewName}! Ik zeg 't u geen tweede keer: de anderen zijn tegen de Goden ingegaan.,SAY.Dialog:PostNightmare.73.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"And if they ever come back, this isn't their home anymore.","En als ze ooit terugkomen, dan is dit nie meer hun thuis, kameraad.",SAY.Dialog:PostNightmare.75.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,A fork in the road. Sturdy and the Foal discuss which way to go to get to the Theatre.,Which way should we go?,"Welke weg moeten we nemen, Kameraad?",SAY.Dialog:ShortWayLongWay.45.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The Short Way to the South or the Long Way to the North East?,De Korte Weg naar 't Zuiden of de Lange Weg naar 't Noordoosten?,SAY.Dialog:ShortWayLongWay.62.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"In the long way, Sturdy reminisces at an old shrine.
This version occurs if The Foal is present.",Something about this place makes me feel closer to the Gods.,Er is iets aan deze plek dat me dichter bij de Goden doet voelen.,SAY.Dialog:Shrine.10.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"In the long way, Sturdy reminisces at an old shrine.
This version occurs if The Foal is NOT present.",I'll have to bring {$NewName} here next time we have quality time together.,"Ik zal {$NewName} hier eens mee naartoe moeten nemen, de volgende keer da we samen wat tijd voor ons hebben.",SAY.Dialog:Shrine.36.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Something about this place makes me feel closer to the Gods.,Iets aan deze plek... 't brengt mij dichter bij de Goden.,SAY.Dialog:Shrine.38.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy and the Foal arrive from the South entrance of Bumpkin Village.

Note for translators: this is the same dialogue as entering from the East entrance.","It's a shame you never saw this place as it was, before the Fire, before the Machines.","'t Is jammer da ge deze plek nooit gezien hebt zoals ze was, vóór het Vuur, vóór de Machines.",SAY.Dialog:SturdyArrivesAtVillage.396.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,I used to bring deliveries here from the Farm every day—,Ik bracht hier vroeger elke dag leveringen van de Boerderij naartoe—,SAY.Dialog:SturdyArrivesAtVillage.397.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The 'Theatre'? Since when were you so interested in Theatre?,Het 'Theater'? Sinds wanneer zijt ge zo geïnteresseerd in het Theater?,SAY.Dialog:SturdyArrivesAtVillage.399.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy and the Foal enter the village and look for the Theatre.,Follow me then. I'll tell you a story when we get there.,Volg me dan maar. Ik vertel u een verhaal als we er zijn.,SAY.Dialog:SturdyArrivesAtVillage.402.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy and the Foal arrive from the East entrance of Bumpkin Village.

Note for translators: this is the same dialogue as entering from the South entrance.","It's a shame you never saw this place as it was, before the Fire, before the Machines.","'t Is zonde da ge deze plek nooit gezien hebt zoals ze was, vóór het Vuur, vóór de Machines.",SAY.Dialog:SturdyArrivesAtVillage.418.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,I used to bring deliveries here from the Farm every day—,Ik bracht hier vroeger elke dag leveringen van de Boerderij naartoe—,SAY.Dialog:SturdyArrivesAtVillage.419.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The 'Theatre'? Since when were you so interested in Theatre?,Het 'Theater'? Sinds wanneer zijt ge zo geïnteresseerd in Theater?,SAY.Dialog:SturdyArrivesAtVillage.421.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy and the Foal enter the village and look for the Theatre.,Follow me then. I'll tell you a story when we get there.,Volg me dan maar. Ik vertel u een verhaal als we er zijn.,SAY.Dialog:SturdyArrivesAtVillage.424.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Dialogue that plays when Sturdy and the Foal arrive at the Theatre.,This building is a remnant of another time.,Dit gebouw is een overblijfsel van een andere tijd.,SAY.Dialog:EnterTheTheatre.7.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Before the Humans betrayed us, I used to perform with them here.","Voordat de Mensen ons verraden hebben, trad ik hier met hen op.",SAY.Dialog:EnterTheTheatre.109.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Well, you never asked...","Tja, ge hebt 't nooit gevraagd...",SAY.Dialog:EnterTheTheatre.43.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"Once a year, I used to carry a Human child on my back and stand very still under bright lights.",Eén keer per jaar droeg ik een Mensenkind op m'n rug en stond ik doodstil onder felle lichten.,SAY.Dialog:EnterTheTheatre.111.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,It was an elaborate spectacle.,Het was een uitgebreid spektakel.,SAY.Dialog:EnterTheTheatre.110.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,I was the star.,Ik was de ster.,SAY.Dialog:EnterTheTheatre.112.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,It's not safe. The Theatre might collapse at any moment.,'t Is nie veilig. Het Theater kan elk moment instorten.,SAY.Dialog:EnterTheTheatre.115.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,The structure lacks integrity and we can't fit through the door.,"De structuur mist elke integriteit en we passen nie door die deur, Kameraad.",SAY.Dialog:EnterTheTheatre.116.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Fine... I suppose you're getting old enough to make your own decisions—,Vooruit dan maar... Ik veronderstel da ge oud genoeg zijt om uw eigen beslissingen te nemen—,SAY.Dialog:EnterTheTheatre.80.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,No. It's not safe.,Nee. 't Is nie veilig.,SAY.Dialog:EnterTheTheatre.55.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Is everything all right in there? Do you need any help?,"Is alles in orde daarbinnen? Hebt ge hulp nodig, kameraad?",SAY.Dialog:EnterTheTheatre.102.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,Would you like me to show you the Old Church next?,"Zal ik u de Oude Kerk laten zien, Kameraad?",SAY.Dialog:EnterTheTheatre.89.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,"But, what about our quality time?!","Maar, wat met onze quality time samen?!",SAY.Dialog:EnterTheTheatre.118.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy turns to go explore the area.,...I love you too.,...ik hou ook van u.,SAY.Dialog:EnterTheTheatre.389.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,You can make your own decisions when you're older!,Ge moogt uw eigen beslissingen nemen als ge ouder zijt!,SAY.Dialog:EnterTheTheatre.58.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,No means NO!,Nee is NEE!,SAY.Dialog:EnterTheTheatre.61.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was ooit zo prachtig...,SAY.Dialog_Sculpture0_VillageFarWestExit.334.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,"En nu is 't nie meer dan een hoop rommel, achtergelaten en vergeten.",SAY.Dialog_Sculpture0_VillageFarWestExit.336.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture0_VillageFarWestExit.337.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was ooit zo prachtig...,SAY.Dialog_Sculpture1_VillageWest.340.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,"En nu is 't nie meer dan een hoop rommel, achtergelaten en vergeten.",SAY.Dialog_Sculpture1_VillageWest.341.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture1_VillageWest.343.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was zo prachtig...,SAY.Dialog_Sculpture2_VillageNorth.341.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,En nu is 't gewoon een hoop rommel da achtergelaten en vergeten is.,SAY.Dialog_Sculpture2_VillageNorth.342.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture2_VillageNorth.344.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was zo prachtig...,SAY.Dialog_Sculpture3_VillageSouth.347.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,"En nu is 't nie meer dan een hoop rommel, achtergelaten en vergeten.",SAY.Dialog_Sculpture3_VillageSouth.348.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture3_VillageSouth.350.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was zo prachtig...,SAY.Dialog_Sculpture4_VillageEast.348.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,"En nu is 't nie meer dan een hoop rommel, achtergelaten en vergeten.",SAY.Dialog_Sculpture4_VillageEast.349.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture4_VillageEast.351.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was zo prachtig...,SAY.Dialog_Sculpture5_FannysideEast.348.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,"En nu is 't gewoon een hoop rommel, achtergelaten en vergeten.",SAY.Dialog_Sculpture5_FannysideEast.349.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture5_FannysideEast.351.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue for when Sturdy first approaches detritus and wants to make art. 

Note for translators: There are multiples of these dialogues (exact copies) because Sturdy could approach any of the pieces first.",This place was so beautiful...,Deze plek was zo prachtig...,SAY.Dialog_Sculpture6_Mine.349.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,,And now it's just a pile of junk left behind and forgotten.,En nu is 't gewoon een hoop rommel da achtergelaten en vergeten is.,SAY.Dialog_Sculpture6_Mine.350.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Art making mini game.,Maybe I could make something special here?,Misschien kan ik hier iets bijzonders van maken?,SAY.Dialog_Sculpture6_Mine.352.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Dialogue for when Sturdy is at the Well.,Oh Comrade Trusty...,Oh Kameraad Trouwe...,SAY.Dialog:Well.10.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Repeater line.,Rest in power my dear Comrade.,"Rust in kracht, mijn lieve Kameraad.",SAY.Dialog:Well.12.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy approaches a sculpture.,This sculpture reminds me of how difficult it was to come up with a name for the Foal.,Dit beeldhouwwerk doet me denken aan hoe moeilijk 't was om een naam te bedenken voor 't Veulentje.,SAY.Dialog_Sculpture0_VillageFarWestExit.315.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Jump to line x, y, or z.",It needs a title:,'t Heeft nog een titel nodig:,SAY.Dialog_Sculpture0_VillageFarWestExit.316.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Enfant Terrible""","""Enfant Terrible""",SAY.Dialog_Sculpture0_VillageFarWestExit.16.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Kin Aesthetic Response""",Kin Aesthetic Response,SAY.Dialog_Sculpture0_VillageFarWestExit.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Growing Pains""",Groeipijnen,SAY.Dialog_Sculpture0_VillageFarWestExit.18.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",The Foal can be a real hoof-full sometimes.,Veulentje kan soms echt een hoefvol zijn.,SAY.Dialog_Sculpture0_VillageFarWestExit.310.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy approaches a sculpture.,Making art is finally giving me an outlet to express myself.,Kunst maken geeft me eindelijk een uitlaatklep om mezelf uit te drukken.,SAY.Dialog_Sculpture1_VillageWest.15.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Jump to line x, y, or z.",But who am I?,Maar wie ben ik eigenlijk?,SAY.Dialog_Sculpture1_VillageWest.311.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""My Womb, My Self""","""Mijn Schoot, Mijn Zelf""",SAY.Dialog_Sculpture1_VillageWest.20.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Mother Courage""",Moeder Courage,SAY.Dialog_Sculpture1_VillageWest.23.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Ecstasy of a Mother""",Extase van een Moeder,SAY.Dialog_Sculpture1_VillageWest.26.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.",Does being a mother define me?,Bepaalt moeder-zijn wie da'k ben?,SAY.Dialog_Sculpture1_VillageWest.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Sturdy approaches a sculpture.,Machines could never make a sculpture like this one!,Machines zouden nooit zo'n beeldhouwwerk als dit kunnen maken!,SAY.Dialog_Sculpture2_VillageNorth.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Jump to line x, y, or z.",What should I call this?,"Hoe zou ik dit noemen, kameraad?",SAY.Dialog_Sculpture2_VillageNorth.311.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""If The Machines Never Were""",Als de Machines Nooit Hadden Bestaan,SAY.Dialog_Sculpture2_VillageNorth.22.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""The Protest in My Heart""","""Het Protest in Mijn Hart""",SAY.Dialog_Sculpture2_VillageNorth.25.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""The Tyranny of Machinery""",De Tirannie der Machinerie,SAY.Dialog_Sculpture2_VillageNorth.28.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Dialogue (1, 2, 3) converges.","Damn those evil, soulless, job-taking, child-killing Machines.","Verdomd die kwaadaardige, zielloze, baanafpakkende, kindermoorddadige Machines.",SAY.Dialog_Sculpture2_VillageNorth.303.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,"Sturdy approaches a sculpture.
Jump to line x, y, or z.",Trusty was always better at coming up with names...,Trouwe was altijd beter in 't verzinnen van namen...,SAY.Dialog_Sculpture3_VillageSouth.17.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""Trusty, All is Well""","""Trouwe Ezel, Vreedzaam in de Put""",SAY.Dialog_Sculpture3_VillageSouth.340.Sturdy Ass
Sturdy Ass,E6,E6_World_localization,Jump to line x.,"""hee haw hi hon 'ee ah he a'w""",hie haa hie hon 'ie aah he ahn,SAY.Dialog_Sculpture3_VillageSouth.338.Sturdy Ass
